	shannon	observed_otus
KO6	5.06837968245	49.0
WT8	4.17221075248	34.0
KO2	5.21740416063	48.0
KO5	5.02398182058	47.0
OE2	5.024894527	50.0
WT1	4.29582859261	39.0
WT2	4.60751522973	46.0
WT4	4.86704853624	46.0
KO7	4.66302590273	36.0
KO3	4.43681137502	40.0
WT6	4.79350056538	43.0
OE4	4.69079035639	39.0
KO9	5.10298316588	47.0
WT3	5.31650712159	56.0
KO1	5.15675484497	53.0
KO4	4.94101837137	47.0
WT5	4.2506795945	35.0
KO8	4.85401719636	46.0
OE6	4.60564673896	41.0
OE5	4.34234609311	35.0
WT7	4.80729248346	46.0
OE7	5.0890869317	50.0
WT9	4.59991810102	43.0
OE1	5.01131511696	48.0
OE8	4.70208777762	38.0
OE9	4.88053940198	45.0
OE3	4.40943684581	38.0
