	shannon	observed_otus
KO6	6.22085253938	208.0
WT8	5.02153472767	161.0
KO2	5.93013412299	197.0
KO5	5.96587461338	218.0
OE2	5.70551876324	189.0
WT1	5.39267061761	188.0
WT2	5.95706798749	224.0
WT4	5.7850805195	212.0
KO7	5.91444806566	196.0
KO3	4.88104183155	166.0
WT6	5.70225787082	191.0
OE4	5.67561112247	189.0
KO9	5.88654400083	190.0
WT3	5.91166295122	205.0
KO1	5.70737599487	196.0
KO4	5.82206373995	191.0
WT5	5.51521460346	182.0
KO8	5.76340607207	183.0
OE6	5.58653071392	171.0
OE5	5.89629908652	195.0
WT7	6.06013304603	207.0
OE7	5.54028295499	167.0
WT9	5.47494588822	188.0
OE1	5.72015040838	180.0
OE8	5.78350490477	181.0
OE9	5.8147397739	187.0
OE3	5.42005672171	171.0
