	shannon	observed_otus
KO6	6.26849141644	243.0
WT8	4.9556818885	187.0
KO2	6.03181978664	239.0
KO5	6.1737400455	231.0
OE2	5.63736344154	214.0
WT1	5.29936431078	211.0
WT2	5.89438434711	253.0
WT4	5.87639107625	240.0
KO7	5.96052847886	222.0
KO3	4.74895076443	196.0
WT6	5.69074071569	218.0
OE4	5.71004930824	213.0
KO9	6.01611317585	238.0
WT3	5.91812850602	228.0
KO1	5.75994377267	233.0
KO4	5.86464248325	239.0
WT5	5.6168561382	203.0
KO8	5.74864907393	202.0
OE6	5.67452338621	205.0
OE5	5.7605104127	217.0
WT7	5.9639434904	231.0
OE7	5.57234749019	197.0
WT9	5.57182297845	227.0
OE1	5.75544177258	202.0
OE8	5.87349896144	212.0
OE9	5.8168095358	215.0
OE3	5.4773584482	196.0
