	shannon	observed_otus
KO6	5.97883366041	128.0
WT8	4.82687598791	104.0
KO2	5.91902384396	134.0
KO5	5.85997397131	135.0
OE2	5.24077015933	100.0
WT1	5.0753129923	117.0
WT2	5.51314700495	132.0
WT4	5.71701776032	139.0
KO7	5.56385328253	120.0
KO3	4.84099342268	109.0
WT6	5.43073222638	110.0
OE4	5.38401505311	122.0
KO9	5.79985264374	129.0
WT3	5.46824533932	114.0
KO1	5.36859218568	123.0
KO4	5.47987614463	125.0
WT5	5.15988667854	111.0
KO8	5.49042769112	119.0
OE6	5.39253605914	106.0
OE5	5.5428168955	114.0
WT7	5.90432646612	130.0
OE7	5.36297430085	118.0
WT9	5.30051997838	119.0
OE1	5.76700242992	125.0
OE8	5.54082494798	114.0
OE9	5.53129567086	117.0
OE3	5.35150804269	107.0
