	shannon	observed_otus
KO6	6.11339026541	149.0
WT8	4.96300513915	120.0
KO2	5.82065218708	139.0
KO5	5.69371099786	140.0
OE2	5.65908790421	130.0
WT1	5.22379064682	126.0
WT2	5.67332555213	144.0
WT4	5.60139311049	138.0
KO7	5.75817336232	133.0
KO3	4.59042058142	110.0
WT6	5.58129065614	132.0
OE4	5.4709992116	129.0
KO9	5.88618816585	142.0
WT3	5.82094065442	143.0
KO1	5.52578005513	129.0
KO4	5.66734808233	133.0
WT5	5.37788860468	127.0
KO8	5.63228818965	132.0
OE6	5.45279544971	112.0
OE5	5.50833914462	120.0
WT7	5.85809194194	140.0
OE7	5.36792468965	121.0
WT9	5.34508966898	134.0
OE1	5.66527289737	130.0
OE8	5.6124720068	129.0
OE9	5.56056403735	132.0
OE3	5.17904148583	110.0
