	shannon	observed_otus
KO6	6.310181027	253.0
WT8	5.04243779122	196.0
KO2	5.98600764423	236.0
KO5	6.04627889727	243.0
OE2	5.71588280379	236.0
WT1	5.32911297321	228.0
WT2	5.94238590243	259.0
WT4	5.87537054835	243.0
KO7	5.8519742014	223.0
KO3	4.84117100029	204.0
WT6	5.67496859873	213.0
OE4	5.66889314358	222.0
KO9	5.90204148121	229.0
WT3	6.00130490769	247.0
KO1	5.75477655956	220.0
KO4	5.92148284219	246.0
WT5	5.55945012556	214.0
KO8	5.87556582249	218.0
OE6	5.68299420596	212.0
OE5	5.80935427864	219.0
WT7	6.08270034901	244.0
OE7	5.6880733022	212.0
WT9	5.5381479559	224.0
OE1	5.8224920771	222.0
OE8	5.8902052207	222.0
OE9	5.81664262682	210.0
OE3	5.46165560061	199.0
