	shannon	observed_otus
KO6	6.21497776551	241.0
WT8	5.11908060589	216.0
KO2	6.0841972813	242.0
KO5	6.12171177116	262.0
OE2	5.70837615359	220.0
WT1	5.28327034384	231.0
WT2	5.83149830917	253.0
WT4	5.91695030775	263.0
KO7	5.86091647973	244.0
KO3	4.77286530156	195.0
WT6	5.79834684707	239.0
OE4	5.71376781464	232.0
KO9	5.96976903266	236.0
WT3	6.06032867024	254.0
KO1	5.82368998755	232.0
KO4	5.94724421921	238.0
WT5	5.46026773863	222.0
KO8	5.92945972618	229.0
OE6	5.6655887143	216.0
OE5	5.8344601899	224.0
WT7	6.06083176472	230.0
OE7	5.71348545241	222.0
WT9	5.37826692045	216.0
OE1	5.79452791925	214.0
OE8	5.86482837051	220.0
OE9	5.76119468959	212.0
OE3	5.49174941615	209.0
