	shannon	observed_otus
KO6	6.24877008111	263.0
WT8	5.1067413416	214.0
KO2	6.16468910164	277.0
KO5	6.01794101472	258.0
OE2	5.65006399436	234.0
WT1	5.28858532707	238.0
WT2	5.93228310783	275.0
WT4	5.98229661461	278.0
KO7	5.92532966797	242.0
KO3	4.72392977935	198.0
WT6	5.69308721229	241.0
OE4	5.72041475539	244.0
KO9	6.01656915337	258.0
WT3	5.90155057252	244.0
KO1	5.91964740077	264.0
KO4	5.89776716749	256.0
WT5	5.53815557708	237.0
KO8	5.74916479393	235.0
OE6	5.64395783974	227.0
OE5	5.79361347929	241.0
WT7	6.23070531852	282.0
OE7	5.68775773861	232.0
WT9	5.52080316894	242.0
OE1	5.87514251302	239.0
OE8	5.90205298762	234.0
OE9	5.79520316006	232.0
OE3	5.51170881949	219.0
