	shannon	observed_otus
KO6	5.86280831877	118.0
WT8	4.80297055963	91.0
KO2	5.57002783584	113.0
KO5	5.73491530746	114.0
OE2	5.37926476446	103.0
WT1	5.11874634291	111.0
WT2	5.50464550717	115.0
WT4	5.80675989973	122.0
KO7	5.50288022931	103.0
KO3	4.52438418353	89.0
WT6	5.30756800858	95.0
OE4	5.25863511415	93.0
KO9	5.37834532448	93.0
WT3	5.53466295155	108.0
KO1	5.34911424092	105.0
KO4	5.70138173854	116.0
WT5	5.32681627001	110.0
KO8	5.40148724618	102.0
OE6	5.37001330358	92.0
OE5	5.50923725742	108.0
WT7	5.69872724096	108.0
OE7	5.37425179122	100.0
WT9	5.19552647891	101.0
OE1	5.56890586571	103.0
OE8	5.59489547649	99.0
OE9	5.59428618121	110.0
OE3	5.16337889322	89.0
