	shannon	observed_otus
KO6	5.85632767934	123.0
WT8	4.93323576454	108.0
KO2	5.91570362591	131.0
KO5	5.90880936272	138.0
OE2	5.45167301182	114.0
WT1	5.17363904218	126.0
WT2	5.59843633946	135.0
WT4	5.75093892068	128.0
KO7	5.63007781088	121.0
KO3	4.40570800832	88.0
WT6	5.58254851162	116.0
OE4	5.47360280997	115.0
KO9	5.76890717475	128.0
WT3	5.74793036855	133.0
KO1	5.47501399571	116.0
KO4	5.64858314618	116.0
WT5	5.38632683189	120.0
KO8	5.59741690887	125.0
OE6	5.44556517829	119.0
OE5	5.47062605576	118.0
WT7	5.91831516569	143.0
OE7	5.2846446352	104.0
WT9	4.96145207743	98.0
OE1	5.60863322086	111.0
OE8	5.66778991474	113.0
OE9	5.45805101547	109.0
OE3	5.31755692699	113.0
