	shannon	observed_otus
KO6	6.3182741972	273.0
WT8	5.09811595507	218.0
KO2	5.99495850675	263.0
KO5	6.03796291699	252.0
OE2	5.73974477419	243.0
WT1	5.27131225825	241.0
WT2	5.91926469129	279.0
WT4	5.96185005219	276.0
KO7	5.93334092472	258.0
KO3	4.89851243685	224.0
WT6	5.73527008175	249.0
KO9	6.00847589138	259.0
WT3	6.03361850148	275.0
KO1	5.86258811599	256.0
KO4	6.02558725636	267.0
WT5	5.57828742655	238.0
KO8	5.81814121574	244.0
OE6	5.68134374371	224.0
OE5	5.81984951293	237.0
WT7	6.14360024264	270.0
OE7	5.68508547101	222.0
WT9	5.50746118134	247.0
OE1	5.87417889518	239.0
OE8	5.93670282562	248.0
OE9	5.79392842429	236.0
