	shannon	observed_otus
KO6	6.28378881598	279.0
WT8	5.06348489156	222.0
KO2	6.1035582566	269.0
KO5	6.05214062282	265.0
OE2	5.66557871533	235.0
WT1	5.41267759431	247.0
WT2	5.87992804272	274.0
WT4	5.97053957287	282.0
KO7	5.9453249	264.0
KO3	4.8760723298	220.0
WT6	5.63564221923	243.0
KO9	6.0952262713	262.0
WT3	6.06244290866	285.0
KO1	5.84014467933	242.0
KO4	6.02245536349	267.0
WT5	5.62989113249	247.0
KO8	5.91766140036	245.0
OE6	5.72719294304	229.0
OE5	5.80490029389	232.0
WT7	6.11545953845	269.0
OE7	5.71317186562	236.0
WT9	5.52754628833	250.0
OE1	5.84011618051	239.0
OE8	5.94605826481	240.0
OE9	5.79125372692	230.0
