	shannon	observed_otus
KO6	6.10584903371	183.0
WT8	5.08518563821	160.0
KO2	6.13140918286	210.0
KO5	6.03678034578	208.0
OE2	5.63893811993	162.0
WT1	5.34380483899	184.0
WT2	5.75442632464	198.0
WT4	5.75475160222	189.0
KO7	5.8305656775	183.0
KO3	4.70526211329	152.0
WT6	5.60684735781	179.0
OE4	5.64625605686	180.0
KO9	6.04045232442	200.0
WT3	6.02262102051	204.0
KO1	5.70102938059	188.0
KO4	5.86672258182	193.0
WT5	5.38384091251	170.0
KO8	5.84360207773	180.0
OE6	5.58415289653	159.0
OE5	5.73707398186	167.0
WT7	6.10729366437	207.0
OE7	5.54495472231	156.0
WT9	5.319872623	161.0
OE1	5.71070535047	159.0
OE8	5.8358516888	178.0
OE9	5.75629233997	171.0
OE3	5.36048502712	151.0
