	shannon	observed_otus
KO6	6.08669023912	191.0
WT8	4.95324391164	154.0
KO2	6.13663995563	207.0
KO5	5.99927919715	192.0
OE2	5.51526157758	170.0
WT1	5.42793896579	185.0
WT2	5.64109821547	187.0
WT4	5.94063443556	198.0
KO7	5.88512057152	195.0
KO3	4.65312062451	157.0
WT6	5.67487344832	178.0
OE4	5.62901135956	173.0
KO9	5.91029746689	182.0
WT3	5.94311456793	195.0
KO1	5.5927919929	176.0
KO4	5.76066629058	182.0
WT5	5.47083631218	170.0
KO8	5.63832736681	171.0
OE6	5.55852337108	165.0
OE5	5.72902737329	171.0
WT7	5.97857063507	184.0
OE7	5.73691250982	167.0
WT9	5.47261442547	188.0
OE1	5.69775650837	173.0
OE8	5.75227603746	170.0
OE9	5.82535075339	182.0
OE3	5.30331901548	154.0
