	shannon	observed_otus
KO6	6.24798601006	290.0
WT8	5.09237273904	248.0
KO2	6.10952940635	307.0
KO5	6.12244768735	292.0
OE2	5.73960921809	266.0
WT1	5.42772298753	272.0
WT2	5.98772529611	312.0
WT4	5.95894553682	324.0
KO7	5.92584362467	284.0
KO3	4.86816004305	240.0
WT6	5.7066532691	247.0
KO9	6.04948256728	267.0
WT3	6.08655977435	300.0
KO1	5.87721337598	290.0
KO4	5.97173765585	281.0
WT5	5.65063648795	262.0
KO8	5.85866745933	249.0
OE6	5.72642611252	241.0
OE5	5.86807944863	261.0
WT7	6.10523689876	281.0
OE7	5.68744126236	244.0
WT9	5.54951257454	271.0
OE1	5.87381474766	258.0
OE8	5.92842422126	255.0
OE9	5.8638013981	254.0
