	shannon	observed_otus
KO6	6.17724045391	226.0
WT8	5.14192861978	198.0
KO2	6.13662016933	245.0
KO5	6.06726078567	238.0
OE2	5.64289367662	208.0
WT1	5.2433566701	208.0
WT2	5.87824842344	238.0
WT4	5.88050929491	233.0
KO7	5.96944411161	213.0
KO3	4.79040717812	197.0
WT6	5.68668124169	215.0
OE4	5.72379122273	209.0
KO9	5.87132796881	200.0
WT3	5.90715147883	217.0
KO1	5.70493401546	215.0
KO4	5.89534476613	225.0
WT5	5.53117239975	212.0
KO8	5.86328113364	210.0
OE6	5.58377120584	180.0
OE5	5.70340529271	203.0
WT7	6.06104729272	236.0
OE7	5.55885998911	196.0
WT9	5.44141592981	212.0
OE1	5.79929408958	191.0
OE8	5.91684125841	209.0
OE9	5.82469824219	203.0
OE3	5.44374179031	191.0
