	shannon	observed_otus
KO6	6.07599667964	235.0
WT8	5.0688452611	191.0
KO2	6.1738726246	252.0
KO5	6.05638709627	235.0
OE2	5.71147165295	215.0
WT1	5.29044958908	215.0
WT2	5.92763416666	245.0
WT4	5.93714316355	234.0
KO7	5.84809772325	215.0
KO3	4.76375789237	182.0
WT6	5.84767816524	241.0
OE4	5.69475954888	209.0
KO9	5.87214042429	216.0
WT3	5.98461859338	223.0
KO1	5.83943494408	234.0
KO4	5.8522531115	219.0
WT5	5.5620194777	210.0
KO8	5.90927511017	225.0
OE6	5.66190721511	197.0
OE5	5.87218792527	209.0
WT7	6.06867962425	229.0
OE7	5.58919477015	202.0
WT9	5.32934658372	195.0
OE1	5.85729810293	208.0
OE8	5.89533449973	208.0
OE9	5.79010440848	210.0
OE3	5.53140756988	197.0
