	shannon	observed_otus
KO6	6.29749608389	218.0
WT8	5.01718126408	171.0
KO2	6.05569696141	236.0
KO5	5.92613750162	206.0
OE2	5.68780083522	202.0
WT1	5.10047591906	188.0
WT2	5.75574729804	214.0
WT4	5.82617349342	212.0
KO7	5.87657734471	215.0
KO3	4.79078188228	175.0
WT6	5.69065076281	201.0
OE4	5.73224617475	203.0
KO9	5.93942322546	216.0
WT3	5.87850264344	216.0
KO1	5.78215162697	215.0
KO4	5.89510810264	211.0
WT5	5.66439655816	201.0
KO8	5.76748789714	204.0
OE6	5.77188146332	194.0
OE5	5.80213240962	200.0
WT7	6.01335438988	222.0
OE7	5.59141717685	186.0
WT9	5.397503596	202.0
OE1	5.7958936463	197.0
OE8	5.81872595321	196.0
OE9	5.67462484741	182.0
OE3	5.48205094731	180.0
