	shannon	observed_otus
KO6	6.15485053485	212.0
WT8	4.96226957855	160.0
KO2	6.04917116236	214.0
KO5	6.00066963492	211.0
OE2	5.59968448257	182.0
WT1	5.28956971457	181.0
WT2	5.76802295046	214.0
WT4	5.85741652175	205.0
KO7	5.84789441062	206.0
KO3	4.74330339469	167.0
WT6	5.8048820542	202.0
OE4	5.63831168234	192.0
KO9	5.89433832709	195.0
WT3	5.99064563502	219.0
KO1	5.75950815842	209.0
KO4	5.8016198252	192.0
WT5	5.65006292635	195.0
KO8	5.77262748755	185.0
OE6	5.63101874299	176.0
OE5	5.82766721957	191.0
WT7	5.969518949	211.0
OE7	5.63047312262	182.0
WT9	5.21615745967	175.0
OE1	5.77644488503	183.0
OE8	5.79535589635	181.0
OE9	5.76737074447	181.0
OE3	5.49141629634	178.0
