	shannon	observed_otus
KO6	6.13457242505	175.0
WT8	4.72895477302	125.0
KO2	6.03442842252	175.0
KO5	6.10924952375	192.0
OE2	5.38165032331	140.0
WT1	5.36563266979	170.0
WT2	5.79693981813	177.0
WT4	5.78852037977	174.0
KO7	5.79941445824	160.0
KO3	4.73839186992	144.0
WT6	5.71083052305	168.0
OE4	5.66144458748	160.0
KO9	5.75135619268	160.0
WT3	5.78579034015	169.0
KO1	5.63816901824	157.0
KO4	5.64735562015	161.0
WT5	5.50704875176	150.0
KO8	5.61591299262	160.0
OE6	5.58546427977	158.0
OE5	5.58411970145	154.0
WT7	5.91186710488	170.0
OE7	5.50847860658	151.0
WT9	5.23714562788	150.0
OE1	5.65895444219	146.0
OE8	5.75887397876	161.0
OE9	5.74101394717	161.0
OE3	5.38309278955	142.0
