	shannon	observed_otus
KO6	6.33797144999	268.0
WT8	4.97040597733	207.0
KO2	6.12291869735	274.0
KO5	6.09236160869	244.0
OE2	5.71857773207	237.0
WT1	5.26749035977	233.0
WT2	5.90497627111	262.0
WT4	5.88283525653	271.0
KO7	6.01530008367	268.0
KO3	4.83240526893	223.0
WT6	5.76081724009	244.0
OE4	5.76865629183	245.0
KO9	5.96507692367	252.0
WT3	5.98883663193	254.0
KO1	5.87858729508	251.0
KO4	5.85181642824	240.0
WT5	5.52887635656	230.0
KO8	5.84700091601	241.0
OE6	5.6911122228	217.0
OE5	5.81227297245	225.0
WT7	6.18347572755	274.0
OE7	5.64926585496	206.0
WT9	5.45813510907	227.0
OE1	5.84887950458	234.0
OE8	5.89142575937	230.0
OE9	5.8111758775	229.0
OE3	5.49085252781	214.0
