	shannon	observed_otus
KO6	6.19459325645	199.0
WT8	4.91797522191	155.0
KO2	5.97978981604	194.0
KO5	5.91587051725	190.0
OE2	5.57486496249	168.0
WT1	5.41638302426	179.0
WT2	5.87367035536	204.0
WT4	5.70769102194	197.0
KO7	5.85110114247	195.0
KO3	4.76487809504	158.0
WT6	5.75067372672	185.0
OE4	5.74452070059	190.0
KO9	5.95037631	191.0
WT3	5.87117935916	191.0
KO1	5.6804534235	172.0
KO4	5.84559228858	197.0
WT5	5.59124162237	176.0
KO8	5.75999419327	175.0
OE6	5.49813879968	156.0
OE5	5.62367227924	164.0
WT7	5.86199216474	184.0
OE7	5.46525540864	157.0
WT9	5.47274620515	172.0
OE1	5.80652615309	178.0
OE8	5.80630020886	183.0
OE9	5.72575529142	175.0
OE3	5.39658795207	161.0
