	shannon	observed_otus
KO6	5.34065844023	56.0
WT8	4.31685303615	36.0
KO2	5.0025800233	47.0
KO5	4.83835452864	45.0
OE2	5.01375888087	44.0
WT1	4.62176342872	50.0
WT2	5.0105320409	50.0
WT4	5.10943684581	51.0
KO7	4.83740335054	49.0
KO3	4.12986410403	39.0
WT6	4.74595169036	41.0
OE4	4.74251818219	44.0
KO9	5.04025059253	47.0
WT3	4.94052087279	50.0
KO1	4.53129426989	40.0
KO4	4.70814373133	42.0
WT5	5.1476698372	50.0
KO8	5.0073102762	50.0
OE6	4.68398182058	40.0
OE5	4.93131511696	45.0
WT7	5.23743160026	50.0
OE7	4.8496951613	43.0
WT9	4.68485820507	44.0
OE1	4.99907957062	46.0
OE8	4.8268609723	43.0
OE9	4.85461270848	45.0
OE3	4.67108481618	46.0
