	shannon	observed_otus
KO6	6.28454345639	282.0
WT8	5.03241714344	228.0
KO2	6.20525072332	297.0
KO5	6.10664863688	277.0
OE2	5.73616653838	263.0
WT1	5.43133719325	254.0
WT2	5.94015240531	285.0
WT4	5.93407603825	303.0
KO7	5.86302123056	265.0
KO3	4.78813075341	234.0
WT6	5.83611777299	263.0
KO9	5.94588229178	265.0
WT3	5.99781757468	273.0
KO1	5.89655464864	279.0
KO4	6.01127923888	281.0
WT5	5.58560080907	241.0
KO8	5.90109899842	263.0
OE6	5.73897820953	235.0
OE5	5.83722228465	252.0
WT7	6.10423163599	276.0
OE7	5.66988156777	248.0
WT9	5.474994012	272.0
OE1	5.85346658548	246.0
OE8	5.94356892077	252.0
OE9	5.91086298061	255.0
