	shannon	observed_otus
KO6	6.12708268008	187.0
WT8	4.96178680008	140.0
KO2	5.92641642619	175.0
KO5	5.9301030407	182.0
OE2	5.59907857341	155.0
WT1	5.49008245973	180.0
WT2	5.73828242074	182.0
WT4	5.78932915327	192.0
KO7	5.80133721705	171.0
KO3	4.73375990296	142.0
WT6	5.75291978276	176.0
OE4	5.6447765303	172.0
KO9	5.79124320234	166.0
WT3	5.79759411747	175.0
KO1	5.63597407044	172.0
KO4	5.72172860931	174.0
WT5	5.53784478417	164.0
KO8	5.84595163182	175.0
OE6	5.71266272858	168.0
OE5	5.61275017821	157.0
WT7	6.11851546114	197.0
OE7	5.59151050677	164.0
WT9	5.31723349719	163.0
OE1	5.61077899149	154.0
OE8	5.79585073967	161.0
OE9	5.6893177027	171.0
OE3	5.46442357339	160.0
