	shannon	observed_otus
KO6	6.20839820049	244.0
WT8	5.03403635442	202.0
KO2	6.08359932964	238.0
KO5	6.0725426913	250.0
OE2	5.66947864548	220.0
WT1	5.36412705991	241.0
WT2	5.86710827549	246.0
WT4	6.00929470106	253.0
KO7	5.97776933079	243.0
KO3	4.77882491696	188.0
WT6	5.72542140623	225.0
OE4	5.7467929974	224.0
KO9	5.95747205273	246.0
WT3	5.93433058363	237.0
KO1	5.80130883365	245.0
KO4	5.97337190518	253.0
WT5	5.46088135012	214.0
KO8	5.74884854813	217.0
OE6	5.64985776082	209.0
OE5	5.7968056573	216.0
WT7	6.11451039015	253.0
OE7	5.74500043969	214.0
WT9	5.41600830814	223.0
OE1	5.76150269986	209.0
OE8	5.86664351596	210.0
OE9	5.80730112692	217.0
OE3	5.49866662779	201.0
