	shannon	observed_otus
KO6	6.00185834004	139.0
WT8	4.78886553734	101.0
KO2	5.79770698364	130.0
KO5	5.68301953089	118.0
OE2	5.43702667658	119.0
WT1	5.16239930209	112.0
WT2	5.54485022204	125.0
WT4	5.80765283369	135.0
KO7	5.50211737174	111.0
KO3	4.62575492481	96.0
WT6	5.43782516472	121.0
OE4	5.49954333296	123.0
KO9	5.65311102549	120.0
WT3	5.63374078755	121.0
KO1	5.65101338831	125.0
KO4	5.73287349407	124.0
WT5	5.31523925052	114.0
KO8	5.79840455701	139.0
OE6	5.24192171026	101.0
OE5	5.57122829059	124.0
WT7	5.80475792466	124.0
OE7	5.48145681239	114.0
WT9	5.24004162247	116.0
OE1	5.50646024192	112.0
OE8	5.66733783663	121.0
OE9	5.38396727125	108.0
OE3	5.17653667579	111.0
