	shannon	observed_otus
KO6	6.09800054294	182.0
WT8	4.90358730366	146.0
KO2	5.9243922787	179.0
KO5	5.88256760743	187.0
OE2	5.60559815115	163.0
WT1	5.2223456496	168.0
WT2	5.79955899091	190.0
WT4	5.92938708564	190.0
KO7	5.72091443649	174.0
KO3	4.7090870752	143.0
WT6	5.62202016133	170.0
OE4	5.52738616071	163.0
KO9	5.8426673149	176.0
WT3	5.78428601534	182.0
KO1	5.65724157697	169.0
KO4	5.69982364155	176.0
WT5	5.42278236728	160.0
KO8	5.83201679117	176.0
OE6	5.60432363023	161.0
OE5	5.64956070144	155.0
WT7	5.99350943024	184.0
OE7	5.69631917467	168.0
WT9	5.2595845546	156.0
OE1	5.77461578089	162.0
OE8	5.77694679481	163.0
OE9	5.61502395941	157.0
OE3	5.3057930861	154.0
