	shannon	observed_otus
KO6	6.20892691047	259.0
WT8	5.07071488002	229.0
KO2	6.15500797619	284.0
KO5	6.14785029367	293.0
OE2	5.75128226219	261.0
WT1	5.52047041434	251.0
WT2	5.99882870757	288.0
WT4	5.94710067316	290.0
KO7	5.93224738977	247.0
KO3	4.78090778869	238.0
WT6	5.83798613659	260.0
KO9	6.04601735442	265.0
WT3	5.90993234168	277.0
KO1	5.81853428083	253.0
KO4	5.89354721361	262.0
WT5	5.58282972561	234.0
KO8	5.83139013634	249.0
OE6	5.71145652084	230.0
OE5	5.80755064665	244.0
WT7	6.09321057049	270.0
OE7	5.64177012645	228.0
WT9	5.54346558946	258.0
OE1	5.82397638547	241.0
OE8	5.94897778182	241.0
OE9	5.83755782072	236.0
