	shannon	observed_otus
KO6	6.23702004672	246.0
WT8	5.07064678482	203.0
KO2	6.12878348161	254.0
KO5	6.1407230611	247.0
OE2	5.65937356426	217.0
WT1	5.23066140636	211.0
WT2	5.89297304957	244.0
WT4	5.92388954442	261.0
KO7	5.98320971822	238.0
KO3	4.70263437194	190.0
WT6	5.72067604663	221.0
OE4	5.66722746198	213.0
KO9	5.98562202959	226.0
WT3	5.97143629347	229.0
KO1	5.8174947782	234.0
KO4	5.93355154041	241.0
WT5	5.5014122072	215.0
KO8	5.84859739273	224.0
OE6	5.72117949798	202.0
OE5	5.80544660313	219.0
WT7	6.15779906801	251.0
OE7	5.62549286329	195.0
WT9	5.46153636977	220.0
OE1	5.81329594508	210.0
OE8	5.88506613067	213.0
OE9	5.87112697357	221.0
OE3	5.46990389011	201.0
