	shannon	observed_otus
KO6	6.1817828602	203.0
WT8	5.01671613018	153.0
KO2	6.03141935377	205.0
KO5	6.06829342329	205.0
OE2	5.70941079615	184.0
WT1	5.29460417372	193.0
WT2	5.68598301122	201.0
WT4	5.76598336876	191.0
KO7	5.8917857012	194.0
KO3	4.81833855228	169.0
WT6	5.65941868795	184.0
OE4	5.69449989506	178.0
KO9	5.76262020636	181.0
WT3	5.96581325503	205.0
KO1	5.76353101581	187.0
KO4	5.89843572154	196.0
WT5	5.4822863467	174.0
KO8	5.69413515252	180.0
OE6	5.62164662208	170.0
OE5	5.63876258032	165.0
WT7	6.00545876897	194.0
OE7	5.6339553276	173.0
WT9	5.40933763007	188.0
OE1	5.73560442218	177.0
OE8	5.79900747404	182.0
OE9	5.70271869029	179.0
OE3	5.45432110904	169.0
