	shannon	observed_otus
KO6	5.99500184371	91.0
WT8	4.43559152846	51.0
KO2	5.3618397399	70.0
KO5	5.40845567168	75.0
OE2	5.11130461441	64.0
WT1	4.6086618483	63.0
WT2	5.53474772466	85.0
WT4	5.16441141379	69.0
KO7	5.37354107917	73.0
KO3	4.02812797126	53.0
WT6	5.27505817368	76.0
OE4	5.17284408161	72.0
KO9	5.29647527736	68.0
WT3	5.40720609414	76.0
KO1	4.94755849969	67.0
KO4	5.13554829955	68.0
WT5	4.85251540727	62.0
KO8	5.30549032159	75.0
OE6	5.35702040403	75.0
OE5	5.26700578288	72.0
WT7	5.41883147866	76.0
OE7	5.16706859829	66.0
WT9	5.01173806223	69.0
OE1	5.23708394152	67.0
OE8	5.06104990575	65.0
OE9	5.40538931694	72.0
OE3	5.05218744572	62.0
