	shannon	observed_otus
KO6	6.24851051636	263.0
WT8	5.10040161757	214.0
KO2	6.16345411928	263.0
KO5	6.04451807581	251.0
OE2	5.69542959123	241.0
WT1	5.3979139345	245.0
WT2	5.93564094941	280.0
WT4	5.97262878668	271.0
KO7	5.88945020545	240.0
KO3	4.80464166832	208.0
WT6	5.76453728036	249.0
OE4	5.74113945715	243.0
KO9	5.92781684919	247.0
WT3	5.96077201223	260.0
KO1	5.80561431072	244.0
KO4	5.97555969743	258.0
WT5	5.47020054754	224.0
KO8	5.90228926872	245.0
OE6	5.66569248191	223.0
OE5	5.84862532485	239.0
WT7	6.10585042164	262.0
OE7	5.64603104278	227.0
WT9	5.55439600697	251.0
OE1	5.86585211099	230.0
OE8	5.88659302859	229.0
OE9	5.92664522663	233.0
OE3	5.49721101356	215.0
