	shannon	observed_otus
KO6	6.40594232446	297.0
WT8	5.05641840771	213.0
KO2	6.11752884593	271.0
KO5	6.16131566274	271.0
OE2	5.69872115182	241.0
WT1	5.37798023217	233.0
WT2	5.96319659668	290.0
WT4	5.97593846769	273.0
KO7	5.99598480633	260.0
KO3	4.82658713236	215.0
WT6	5.73425517879	243.0
OE4	5.7421950679	239.0
KO9	5.97161118637	245.0
WT3	5.99836422802	252.0
KO1	5.80417204077	238.0
KO4	5.98337897171	249.0
WT5	5.59157677089	240.0
KO8	5.80676570206	248.0
OE6	5.72728936615	225.0
OE5	5.77404006013	217.0
WT7	6.01457790868	258.0
OE7	5.61786044708	220.0
WT9	5.48749024708	243.0
OE1	5.86511427064	237.0
OE8	5.94433177287	234.0
OE9	5.82722782942	227.0
OE3	5.50912744115	212.0
