	shannon	observed_otus
KO6	6.25907861716	298.0
WT8	5.03568147142	254.0
KO2	6.20711592151	322.0
KO5	6.12073481129	317.0
OE2	5.72853068865	271.0
WT1	5.3984144941	273.0
WT2	5.96586458013	299.0
WT4	6.0124923798	303.0
KO7	6.03755291543	303.0
KO3	4.86885146397	239.0
WT6	5.90916147408	284.0
KO9	5.99850587539	285.0
WT3	6.00165171131	283.0
KO1	5.88474904482	283.0
KO4	6.03612677582	308.0
WT5	5.59373764838	261.0
KO8	5.86436747348	272.0
OE6	5.696381741	253.0
OE5	5.88799969384	267.0
WT7	6.19679856555	301.0
OE7	5.69292294221	255.0
WT9	5.43873299972	254.0
OE1	5.86296082224	261.0
OE8	5.93013292478	257.0
OE9	5.80884414669	250.0
