	shannon	observed_otus
KO6	6.27263135584	174.0
WT8	4.79449937362	124.0
KO2	5.8252969335	161.0
KO5	5.92748372854	167.0
OE2	5.49942894512	141.0
WT1	5.15113362327	144.0
WT2	5.80892544215	171.0
WT4	5.80156061317	173.0
KO7	5.69845206646	158.0
KO3	4.60411411976	132.0
WT6	5.47872285314	140.0
OE4	5.63612885663	160.0
KO9	5.77817597815	160.0
WT3	5.77877453374	168.0
KO1	5.43414294854	147.0
KO4	5.75253804891	166.0
WT5	5.29122123189	138.0
KO8	5.92613674839	161.0
OE6	5.54194635208	144.0
OE5	5.69448285907	146.0
WT7	5.88254582051	164.0
OE7	5.58586873632	140.0
WT9	5.17358078675	130.0
OE1	5.66575153414	138.0
OE8	5.85627711278	153.0
OE9	5.6068832252	141.0
OE3	5.31348463753	134.0
