	shannon	observed_otus
KO6	6.28223120005	265.0
WT8	5.04644465062	215.0
KO2	6.20123764194	287.0
KO5	6.09996634919	278.0
OE2	5.70687522658	250.0
WT1	5.41481875013	265.0
WT2	5.89056903554	275.0
WT4	5.97909228332	285.0
KO7	6.00724695742	256.0
KO3	4.82851950306	216.0
WT6	5.72994369451	240.0
KO9	5.99533175943	268.0
WT3	6.08160632045	281.0
KO1	5.7874028072	265.0
KO4	6.01181812091	271.0
WT5	5.60514627815	237.0
KO8	5.76746389872	244.0
OE6	5.65195344231	226.0
OE5	5.82418534236	252.0
WT7	6.11620815161	277.0
OE7	5.64104318029	218.0
WT9	5.55733088964	250.0
OE1	5.84538676829	241.0
OE8	5.91883784897	236.0
OE9	5.82343055958	232.0
