	shannon	observed_otus
KO6	6.25094831286	254.0
WT8	5.07037685952	194.0
KO2	6.21621130043	266.0
KO5	6.04485799938	247.0
OE2	5.73738317171	228.0
WT1	5.34121491291	221.0
WT2	5.78236230906	252.0
WT4	5.87677341194	246.0
KO7	5.87541159524	236.0
KO3	4.71576960558	200.0
WT6	5.74467287603	219.0
OE4	5.67207208835	223.0
KO9	5.97846033617	231.0
WT3	5.99851143837	247.0
KO1	5.84266639923	241.0
KO4	5.97123241004	253.0
WT5	5.63361104557	222.0
KO8	5.80167380412	221.0
OE6	5.74633217263	221.0
OE5	5.83138912504	225.0
WT7	6.1082893109	242.0
OE7	5.66382446429	214.0
WT9	5.51087240788	219.0
OE1	5.88374745044	212.0
OE8	5.86108902483	220.0
OE9	5.78041759015	207.0
OE3	5.50953741731	207.0
