	shannon	observed_otus
KO6	5.96691193907	121.0
WT8	4.80842688323	88.0
KO2	5.73936280103	125.0
KO5	5.84010185138	119.0
OE2	5.38101734179	100.0
WT1	4.97720126163	95.0
WT2	5.57816912085	118.0
WT4	5.669825209	128.0
KO7	5.33912092498	95.0
KO3	4.29206706038	78.0
WT6	5.55413816585	109.0
OE4	5.44797585929	102.0
KO9	5.6030013747	115.0
WT3	5.68136044145	121.0
KO1	5.61164171751	116.0
KO4	5.40707767051	99.0
WT5	5.18970928789	98.0
KO8	5.50493389622	109.0
OE6	5.3074135854	94.0
OE5	5.60925441178	108.0
WT7	5.59011315872	104.0
OE7	5.37515356202	101.0
WT9	5.05143506461	94.0
OE1	5.43646195402	101.0
OE8	5.64883610097	104.0
OE9	5.43185338364	99.0
OE3	5.17100242679	90.0
