	shannon	observed_otus
KO6	6.27923066292	271.0
WT8	5.12529359297	209.0
KO2	6.04126229806	273.0
KO5	6.06476511799	246.0
OE2	5.73668740349	239.0
WT1	5.44780755784	251.0
WT2	5.86114523044	246.0
WT4	5.99459900727	262.0
KO7	5.87632690106	245.0
KO3	4.86171481951	228.0
WT6	5.78359634602	229.0
OE4	5.77184946518	240.0
KO9	6.0229125046	251.0
WT3	5.93463839863	249.0
KO1	5.77466941494	235.0
KO4	5.97904761806	256.0
WT5	5.55087911869	230.0
KO8	5.8052690113	238.0
OE6	5.69253149522	211.0
OE5	5.78625342196	230.0
WT7	6.16345466514	256.0
OE7	5.64395192559	226.0
WT9	5.49894469336	241.0
OE1	5.85922892302	220.0
OE8	5.91094604938	221.0
OE9	5.79509234327	214.0
OE3	5.49904249908	212.0
