	shannon	observed_otus
KO6	6.18829377993	180.0
WT8	4.98714793169	149.0
KO2	6.05481500261	183.0
KO5	6.01972864715	182.0
OE2	5.49247026645	154.0
WT1	5.24004337959	160.0
WT2	5.75598114832	178.0
WT4	5.78459430953	183.0
KO7	5.88086844518	167.0
KO3	4.70309022278	146.0
WT6	5.72750305469	166.0
OE4	5.58900099449	158.0
KO9	5.98681443055	182.0
WT3	5.82492144002	175.0
KO1	5.65130907477	167.0
KO4	5.59379379828	160.0
WT5	5.36838633851	151.0
KO8	5.75900906084	165.0
OE6	5.49098761182	142.0
OE5	5.68744331991	164.0
WT7	5.93929551412	171.0
OE7	5.61857720567	154.0
WT9	5.32725460988	157.0
OE1	5.70089733806	162.0
OE8	5.73078933668	156.0
OE9	5.65066689881	158.0
OE3	5.29902893206	139.0
