	shannon	observed_otus
KO6	6.30264016903	276.0
WT8	5.05559841715	222.0
KO2	6.2217649764	284.0
KO5	6.1398691978	278.0
OE2	5.75496892596	255.0
WT1	5.37747373847	244.0
WT2	6.02391857546	274.0
WT4	5.95730064275	267.0
KO7	5.9450705571	260.0
KO3	4.87479830937	231.0
WT6	5.73261929626	243.0
KO9	6.01399097265	249.0
WT3	6.00906260377	270.0
KO1	5.76271238148	256.0
KO4	5.86509572833	251.0
WT5	5.60316660913	244.0
KO8	5.82632413392	250.0
OE6	5.64549107201	229.0
OE5	5.79106495849	243.0
WT7	6.16568537309	269.0
OE7	5.65128015428	227.0
WT9	5.36406187612	242.0
OE1	5.83808865074	242.0
OE8	5.87015648114	242.0
OE9	5.84277952178	226.0
