	shannon	observed_otus
KO6	5.85503160356	101.0
WT8	4.4461493234	67.0
KO2	5.68969830444	100.0
KO5	5.67875269949	103.0
OE2	5.35584394772	83.0
WT1	5.00529912007	83.0
WT2	5.23027139317	89.0
WT4	5.51095840299	99.0
KO7	5.57896531294	97.0
KO3	4.46791680439	73.0
WT6	5.13070283738	80.0
OE4	5.25022896022	89.0
KO9	5.66200477127	98.0
WT3	5.67904177518	97.0
KO1	5.3539990875	90.0
KO4	5.53872716839	95.0
WT5	5.0078608674	77.0
KO8	5.42968682361	94.0
OE6	5.41530123004	93.0
OE5	5.35482866658	87.0
WT7	5.46736479082	89.0
OE7	5.11098203712	81.0
WT9	4.8207784646	71.0
OE1	5.5691817067	93.0
OE8	5.63046828126	92.0
OE9	5.49690462233	95.0
OE3	5.25405756974	86.0
