	shannon	observed_otus
KO6	6.32451779538	285.0
WT8	5.1751995274	222.0
KO2	6.13415510145	275.0
KO5	6.09605678146	275.0
OE2	5.70546368114	252.0
WT1	5.38763181852	264.0
WT2	5.88751847197	286.0
WT4	6.01904049022	299.0
KO7	6.0013023963	268.0
KO3	4.72914872302	211.0
WT6	5.84283649639	272.0
KO9	6.02386258311	271.0
WT3	6.00429659371	261.0
KO1	5.77332121841	249.0
KO4	5.94482953795	265.0
WT5	5.58631054611	244.0
KO8	5.91293062171	253.0
OE6	5.66267945109	225.0
OE5	5.85406742203	246.0
WT7	6.0860711918	265.0
OE7	5.69296876939	242.0
WT9	5.45283562853	248.0
OE1	5.86420219946	244.0
OE8	5.8826105354	243.0
OE9	5.81287558668	241.0
