	shannon	observed_otus
KO6	6.2579244631	222.0
WT8	4.85877156459	153.0
KO2	6.18921732081	227.0
KO5	5.99081658765	215.0
OE2	5.6143903225	186.0
WT1	5.22109007739	178.0
WT2	5.81087372653	222.0
WT4	5.85406529244	215.0
KO7	5.8402195996	196.0
KO3	4.61143220189	154.0
WT6	5.7327598724	195.0
OE4	5.73505960325	192.0
KO9	5.89534407404	199.0
WT3	5.78066535464	194.0
KO1	5.77877273917	198.0
KO4	5.83936308327	196.0
WT5	5.58972069666	192.0
KO8	5.67199444016	181.0
OE6	5.62409937951	181.0
OE5	5.67970748261	188.0
WT7	6.04720866933	207.0
OE7	5.65711616678	181.0
WT9	5.41873985344	185.0
OE1	5.78368961545	194.0
OE8	5.76089558842	187.0
OE9	5.76446587448	191.0
OE3	5.48806027839	179.0
