	shannon	observed_otus
KO6	6.3177472749	243.0
WT8	5.08932884775	199.0
KO2	6.13507964594	257.0
KO5	6.05664681956	248.0
OE2	5.61114183608	213.0
WT1	5.39190244727	226.0
WT2	6.0524085834	258.0
WT4	5.98206608785	260.0
KO7	5.9209645983	240.0
KO3	4.79834503922	205.0
WT6	5.79274709701	232.0
OE4	5.74432020361	229.0
KO9	5.92611005292	234.0
WT3	5.93812836558	238.0
KO1	5.74200151944	230.0
KO4	5.88208770511	243.0
WT5	5.46275991781	209.0
KO8	5.88033554565	233.0
OE6	5.60157863953	208.0
OE5	5.7856258913	216.0
WT7	6.05431683771	231.0
OE7	5.66683783523	210.0
WT9	5.38991352955	199.0
OE1	5.83148762916	218.0
OE8	5.87592742944	219.0
OE9	5.75861769367	213.0
OE3	5.53828314328	204.0
