	shannon	observed_otus
KO6	5.14093040215	48.0
WT8	4.23013891536	39.0
KO2	5.1525293503	53.0
KO5	4.97299052695	49.0
OE2	4.81722661373	45.0
WT1	4.32131657431	45.0
WT2	5.0100855864	52.0
WT4	5.36472215979	54.0
KO7	4.94556069018	46.0
KO3	4.27918283707	38.0
WT6	5.01640715672	47.0
OE4	4.66049831592	42.0
KO9	5.31798437554	52.0
WT3	5.05893474354	52.0
KO1	4.60572798212	42.0
KO4	4.9347849752	46.0
WT5	4.48866036231	42.0
KO8	4.81060786772	47.0
OE6	4.88052575554	46.0
OE5	5.2353651901	53.0
WT7	4.898427023	48.0
OE7	4.60972260093	37.0
WT9	4.53243832675	41.0
OE1	5.04562979094	46.0
OE8	4.94821790735	46.0
OE9	4.83351280827	45.0
OE3	4.4064665125	36.0
