	shannon	observed_otus
KO6	5.45660836709	57.0
WT8	3.87687929562	30.0
KO2	5.49575619027	58.0
KO5	5.07461270848	48.0
OE2	4.93643294556	44.0
WT1	4.52937326189	40.0
WT2	4.8501136011	47.0
WT4	5.00537312625	50.0
KO7	4.9701136011	45.0
KO3	3.68415724212	28.0
WT6	5.02290918237	51.0
OE4	4.98704853624	47.0
KO9	5.36495303566	53.0
WT3	4.99392065597	48.0
KO1	4.74834659249	41.0
KO4	4.57850100651	43.0
WT5	4.52845140923	45.0
KO8	4.97128462301	47.0
OE6	4.82191541042	42.0
OE5	5.0243143121	50.0
WT7	5.12201702607	52.0
OE7	4.65127238011	43.0
WT9	4.5725310011	41.0
OE1	5.20291406512	52.0
OE8	4.90172619569	44.0
OE9	4.97563715202	44.0
OE3	4.90734793779	46.0
