	shannon	observed_otus
KO6	6.11406121715	204.0
WT8	4.97674727994	167.0
KO2	5.87185164406	181.0
KO5	5.86947692065	186.0
OE2	5.60116678576	180.0
WT1	5.16774219592	173.0
WT2	5.77772965746	205.0
WT4	5.81882936106	207.0
KO7	5.75719352517	189.0
KO3	4.68057638238	152.0
WT6	5.51826676404	174.0
OE4	5.67151880897	179.0
KO9	5.94763974632	197.0
WT3	5.95934650956	204.0
KO1	5.75459003519	193.0
KO4	5.65347916448	176.0
WT5	5.49612337042	176.0
KO8	5.93908941321	200.0
OE6	5.58686839975	167.0
OE5	5.70045370084	176.0
WT7	6.01221145649	201.0
OE7	5.5206500904	166.0
WT9	5.52027566896	194.0
OE1	5.74053601398	170.0
OE8	5.83899214878	183.0
OE9	5.7540836002	179.0
OE3	5.4375564941	170.0
