	shannon	observed_otus
KO6	6.26754195354	226.0
WT8	5.01893314841	176.0
KO2	5.99191014096	206.0
KO5	5.9598187578	212.0
OE2	5.67118464058	193.0
WT1	5.3019485843	202.0
WT2	5.82660139607	224.0
WT4	5.92756208593	222.0
KO7	5.94516969568	206.0
KO3	4.81346985444	172.0
WT6	5.61786688467	194.0
OE4	5.68231593393	196.0
KO9	5.98818644953	203.0
WT3	5.80811600135	197.0
KO1	5.65868274901	202.0
KO4	5.78222684252	191.0
WT5	5.53446843038	194.0
KO8	5.83946382349	203.0
OE6	5.74013726318	195.0
OE5	5.85141942512	193.0
WT7	6.00394162414	212.0
OE7	5.67081475139	193.0
WT9	5.41137129598	196.0
OE1	5.78406716639	190.0
OE8	5.89319110082	197.0
OE9	5.70800897592	180.0
OE3	5.4516490108	174.0
