	shannon	observed_otus
KO6	5.7254795524	102.0
WT8	4.57555414573	71.0
KO2	5.64412300166	99.0
KO5	5.56050141738	92.0
OE2	5.37862999133	92.0
WT1	4.88844698087	89.0
WT2	5.27882721176	94.0
WT4	5.63624883059	106.0
KO7	5.38741356786	88.0
KO3	4.48712010681	77.0
WT6	5.31423286434	91.0
OE4	5.23349777178	85.0
KO9	5.46072506337	96.0
WT3	5.51650524753	95.0
KO1	5.23046529424	86.0
KO4	5.27234046257	85.0
WT5	4.91519180329	75.0
KO8	5.36150046916	91.0
OE6	5.0321927626	76.0
OE5	5.42404609829	89.0
WT7	5.59323599828	103.0
OE7	5.09757408909	76.0
WT9	5.01441148067	73.0
OE1	5.32052424098	85.0
OE8	5.25170815594	83.0
OE9	5.35524701013	89.0
OE3	5.10467653237	73.0
