	shannon	observed_otus
KO6	6.23077119445	273.0
WT8	4.95751297972	197.0
KO2	6.16257000238	260.0
KO5	6.12596609258	265.0
OE2	5.63443871212	228.0
WT1	5.25154980208	226.0
WT2	5.87755111286	257.0
WT4	5.97898559645	273.0
KO7	5.86344642866	241.0
KO3	4.80153368169	216.0
WT6	5.75418215369	229.0
OE4	5.72740515994	236.0
KO9	5.93788664446	240.0
WT3	6.01526197857	250.0
KO1	5.7686650267	245.0
KO4	5.93884610754	242.0
WT5	5.57422497851	227.0
KO8	5.82434415335	230.0
OE6	5.71182216155	220.0
OE5	5.78563136046	233.0
WT7	6.08906487668	251.0
OE7	5.65603822375	217.0
WT9	5.55789618726	231.0
OE1	5.88261514635	228.0
OE8	5.8697446046	219.0
OE9	5.81200514019	227.0
OE3	5.4919770617	214.0
