	shannon	observed_otus
KO6	6.32195241374	273.0
WT8	5.08804415231	216.0
KO2	6.10153832903	265.0
KO5	6.12993126165	293.0
OE2	5.72812165745	246.0
WT1	5.41485325572	243.0
WT2	5.96467311041	282.0
WT4	5.9998170928	276.0
KO7	5.9817614746	273.0
KO3	4.85186565747	230.0
WT6	5.77591268217	254.0
KO9	6.04613802258	253.0
WT3	5.87417565884	269.0
KO1	5.70238528258	249.0
KO4	5.83200579323	242.0
WT5	5.56528633322	246.0
KO8	5.79089704133	231.0
OE6	5.68496515564	228.0
OE5	5.82855956555	241.0
WT7	6.10075488709	266.0
OE7	5.68598053127	222.0
WT9	5.5405116483	247.0
OE1	5.83452879217	235.0
OE8	5.89452656192	237.0
OE9	5.7980391239	227.0
