	shannon	observed_otus
KO6	6.27954860915	278.0
WT8	5.04646045906	229.0
KO2	6.25897422146	311.0
KO5	6.06675834133	282.0
OE2	5.747978381	267.0
WT1	5.40444290421	273.0
WT2	5.92915236396	279.0
WT4	5.92210202074	293.0
KO7	5.96878209445	268.0
KO3	4.83486119658	227.0
WT6	5.86166733869	268.0
KO9	5.99092535218	275.0
WT3	5.99993652154	302.0
KO1	5.76915348248	272.0
KO4	5.92250633214	291.0
WT5	5.64442149855	248.0
KO8	5.83438534419	259.0
OE6	5.71973476126	243.0
OE5	5.8710776004	263.0
WT7	6.06788257965	273.0
OE7	5.72021078342	253.0
WT9	5.54618188461	269.0
OE1	5.88825884358	257.0
OE8	5.91674728532	249.0
OE9	5.85840609682	256.0
