	shannon	observed_otus
KO6	6.12228619283	183.0
WT8	4.96515390829	148.0
KO2	6.17468805556	210.0
KO5	5.77097626633	172.0
OE2	5.58684821795	165.0
WT1	5.23171460672	170.0
WT2	5.6682987402	180.0
WT4	5.97377481632	200.0
KO7	5.84444204765	176.0
KO3	4.64088329543	146.0
WT6	5.60310057721	163.0
OE4	5.54031898574	165.0
KO9	5.90765932039	178.0
WT3	5.89730696735	190.0
KO1	5.64139331781	169.0
KO4	5.82177800164	175.0
WT5	5.49938907409	168.0
KO8	5.70052147709	167.0
OE6	5.51605189335	153.0
OE5	5.67357542122	166.0
WT7	5.91869977394	171.0
OE7	5.62182323281	170.0
WT9	5.50699325839	171.0
OE1	5.67376290912	158.0
OE8	5.73948492479	170.0
OE9	5.74432946709	164.0
OE3	5.38850178717	152.0
