	shannon	observed_otus
KO6	6.35498124716	308.0
WT8	5.13674617441	250.0
KO2	6.13937006392	299.0
KO5	6.0889717985	300.0
OE2	5.74138056939	272.0
WT1	5.49204402751	294.0
WT2	5.99319931747	304.0
WT4	6.0466255739	319.0
KO7	5.87985271559	264.0
KO3	4.90295311651	252.0
WT6	5.79183935543	274.0
KO9	6.06733212495	277.0
WT3	5.98990655531	298.0
KO1	5.87654569575	281.0
KO4	5.94427516101	287.0
WT5	5.64159640604	262.0
KO8	5.91103390267	266.0
OE6	5.7399683206	252.0
OE5	5.85752918622	261.0
WT7	6.1811833817	293.0
OE7	5.65606824186	245.0
WT9	5.6099675539	269.0
OE1	5.85560403618	261.0
OE8	5.92012233437	258.0
OE9	5.86901787108	253.0
