	shannon	observed_otus
KO6	6.17491585705	171.0
WT8	4.98143154486	125.0
KO2	6.04626229929	165.0
KO5	5.95606034247	160.0
OE2	5.49199225352	133.0
WT1	5.14821526573	139.0
WT2	5.59255565418	144.0
WT4	5.81744371409	164.0
KO7	5.6468131293	146.0
KO3	4.84725501949	135.0
WT6	5.69695072686	151.0
OE4	5.50587106685	145.0
KO9	5.81310540475	154.0
WT3	5.76022702724	153.0
KO1	5.74360892374	154.0
KO4	5.70935533464	144.0
WT5	5.28136569176	130.0
KO8	5.6355204971	141.0
OE6	5.61068997953	139.0
OE5	5.37667914984	122.0
WT7	5.84917303326	153.0
OE7	5.67142538753	141.0
WT9	5.20590530914	126.0
OE1	5.55349107621	127.0
OE8	5.71310568235	137.0
OE9	5.60208096095	143.0
OE3	5.30812087287	130.0
