	shannon	observed_otus
KO6	5.32081856454	54.0
WT8	4.33046213005	38.0
KO2	4.90518210269	46.0
KO5	5.09748798354	49.0
OE2	4.83212455694	47.0
WT1	4.25653113674	39.0
WT2	5.08372515588	53.0
WT4	4.7554050424	44.0
KO7	5.03576678237	47.0
KO3	3.75926075625	34.0
WT6	4.80292465722	43.0
OE4	5.01569768161	48.0
KO9	5.21643294556	51.0
WT3	5.09866113082	48.0
KO1	4.60507866646	41.0
KO4	4.74788541584	46.0
WT5	4.61869022124	42.0
KO8	4.98298316588	47.0
OE6	4.71134313167	43.0
OE5	5.07628646768	49.0
WT7	5.14931780756	51.0
OE7	4.59372781184	41.0
WT9	4.53434787904	39.0
OE1	5.28007822533	54.0
OE8	5.24330506529	50.0
OE9	4.90677279815	47.0
OE3	4.93147218695	44.0
