	shannon	observed_otus
KO6	6.04233190527	201.0
WT8	4.87142673741	160.0
KO2	6.0362114016	220.0
KO5	5.99884290979	212.0
OE2	5.58427116485	187.0
WT1	5.24279738029	195.0
WT2	5.68938392127	222.0
WT4	5.83270441827	212.0
KO7	5.8133305563	206.0
KO3	4.83445431423	165.0
WT6	5.67272475713	202.0
OE4	5.67462931808	186.0
KO9	5.92227407288	206.0
WT3	5.85319370522	195.0
KO1	5.7513083199	204.0
KO4	5.78872677572	217.0
WT5	5.42301548712	182.0
KO8	5.65269823021	192.0
OE6	5.62374056391	181.0
OE5	5.7840434799	200.0
WT7	5.913500976	202.0
OE7	5.56652675909	180.0
WT9	5.32642926042	182.0
OE1	5.72153050387	178.0
OE8	5.86479892134	196.0
OE9	5.76106246313	191.0
OE3	5.49167510848	187.0
