	shannon	observed_otus
KO6	6.25102140888	230.0
WT8	5.1328117555	174.0
KO2	6.04504019764	227.0
KO5	5.98827485771	225.0
OE2	5.77310523841	207.0
WT1	5.24828405583	200.0
WT2	5.9514218891	245.0
WT4	5.93013458693	224.0
KO7	5.83591037378	219.0
KO3	4.77088423633	171.0
WT6	5.6876690843	196.0
OE4	5.65655096736	197.0
KO9	5.92054054299	201.0
WT3	5.82986740648	211.0
KO1	5.74347326275	212.0
KO4	5.84741946068	217.0
WT5	5.57697497333	194.0
KO8	5.78007493424	195.0
OE6	5.75723924195	192.0
OE5	5.67598735541	193.0
WT7	6.06178210482	221.0
OE7	5.61583006244	188.0
WT9	5.41703883192	198.0
OE1	5.7818222034	194.0
OE8	5.84622431891	198.0
OE9	5.70173522442	200.0
OE3	5.45289845458	181.0
