	shannon	observed_otus
KO6	6.29622262153	263.0
WT8	5.11951130652	224.0
KO2	6.09602922519	277.0
KO5	6.11409418337	286.0
OE2	5.74714568379	251.0
WT1	5.38357383232	260.0
WT2	5.90550263629	272.0
WT4	6.00524106448	289.0
KO7	6.04051978531	261.0
KO3	4.70611937916	214.0
WT6	5.81815645214	246.0
KO9	5.96453230731	248.0
WT3	6.05159587726	270.0
KO1	5.78920706987	254.0
KO4	5.91605409841	263.0
WT5	5.70742523132	251.0
KO8	5.94432354265	255.0
OE6	5.70893407206	222.0
OE5	5.80717388572	237.0
WT7	6.07790819258	262.0
OE7	5.698015991	240.0
WT9	5.46855034545	241.0
OE1	5.79578232061	233.0
OE8	5.89982610031	236.0
OE9	5.79827897422	238.0
