	shannon	observed_otus
KO6	5.0085347315	46.0
WT8	4.37443182912	38.0
KO2	5.10072754099	51.0
KO5	5.12521135115	49.0
OE2	4.76438630915	45.0
WT1	4.72971771818	44.0
WT2	5.00852201402	53.0
WT4	4.53004450034	43.0
KO7	5.17396174203	53.0
KO3	3.93106519436	38.0
WT6	4.88049343317	46.0
OE4	5.07334044107	52.0
KO9	4.96685932151	45.0
WT3	5.02479291135	49.0
KO1	4.925254088	44.0
KO4	4.84418468174	43.0
WT5	4.47387273942	41.0
KO8	4.9438353427	44.0
OE6	4.86721925265	46.0
OE5	4.5559559971	38.0
WT7	4.90311569252	45.0
OE7	4.68344434253	42.0
WT9	4.85359875656	47.0
OE1	5.20862575505	51.0
OE8	4.88621000585	40.0
OE9	5.10272650118	50.0
OE3	4.6768481534	44.0
