	shannon	observed_otus
KO6	6.18852262201	241.0
WT8	5.05141592311	200.0
KO2	6.13134957653	277.0
KO5	6.14133427726	267.0
OE2	5.68864618831	230.0
WT1	5.36842543294	225.0
WT2	5.86241170468	252.0
WT4	6.05360666287	263.0
KO7	5.88094245024	229.0
KO3	4.79833980289	189.0
WT6	5.72109694775	218.0
OE4	5.73500422003	227.0
KO9	6.02955723811	240.0
WT3	5.98979283513	241.0
KO1	5.81466260221	236.0
KO4	5.92043941929	236.0
WT5	5.52821616196	204.0
KO8	5.89422550895	235.0
OE6	5.59515985393	199.0
OE5	5.79411326109	216.0
WT7	6.03159502045	236.0
OE7	5.66656921438	212.0
WT9	5.43063713315	222.0
OE1	5.82400649061	217.0
OE8	5.96349933532	227.0
OE9	5.78415010978	213.0
OE3	5.49464799099	206.0
