	shannon	observed_otus
KO6	6.23639913997	262.0
WT8	5.08480852037	200.0
KO2	6.13367371935	257.0
KO5	6.04147985293	237.0
OE2	5.62200332034	218.0
WT1	5.32514215852	222.0
WT2	5.89784290784	260.0
WT4	5.99406297311	272.0
KO7	5.86599371803	237.0
KO3	4.82840753897	207.0
WT6	5.70612220176	236.0
OE4	5.75007840686	231.0
KO9	6.05417767665	234.0
WT3	5.97234145392	256.0
KO1	5.785261262	241.0
KO4	5.92468664032	242.0
WT5	5.62933567489	225.0
KO8	5.88824896048	236.0
OE6	5.68179188764	208.0
OE5	5.70102163626	216.0
WT7	6.08557494537	248.0
OE7	5.6312616186	211.0
WT9	5.5499469107	236.0
OE1	5.90622833943	226.0
OE8	5.88358200385	224.0
OE9	5.81019279963	216.0
OE3	5.55379806152	215.0
